Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;SO2 (µg/m3);SO2 - ICA;D.vien (grados);H (%);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00
29/10/2017;06:00;1;25;Muy buena / Oso ona;26;6;Muy buena / Oso ona;1;Muy buena / Oso ona;307;95;0;10,6;0,11
29/10/2017;05:00;1;30;Muy buena / Oso ona;31;6;Muy buena / Oso ona;2;Muy buena / Oso ona;107;94;0;10,3;0,39
29/10/2017;04:00;2;28;Muy buena / Oso ona;30;5;Muy buena / Oso ona;2;Muy buena / Oso ona;284;91;0;11,6;0,51
29/10/2017;03:00;1;34;Muy buena / Oso ona;32;7;Muy buena / Oso ona;1;Muy buena / Oso ona;311;94;0;11,1;0,22
29/10/2017;02:00;1;35;Muy buena / Oso ona;37;4;Muy buena / Oso ona;1;Muy buena / Oso ona;110;92;0;11,2;0,8
29/10/2017;01:00;;;Sin datos / Daturik gabe;22;5;Muy buena / Oso ona;1;Muy buena / Oso ona;326;85;0;12,7;0,43
28/10/2017;24:00;;;Sin datos / Daturik gabe;14;6;Muy buena / Oso ona;1;Muy buena / Oso ona;292;84;0;12,9;1,43
28/10/2017;23:00;;;Sin datos / Daturik gabe;11;4;Muy buena / Oso ona;1;Muy buena / Oso ona;267;82;0;13,2;1,64
28/10/2017;22:00;;;Sin datos / Daturik gabe;15;4;Muy buena / Oso ona;1;Muy buena / Oso ona;282;80;0;13,7;1,17
28/10/2017;21:00;;;Sin datos / Daturik gabe;22;5;Muy buena / Oso ona;1;Muy buena / Oso ona;278;78;0;14,3;0,77
28/10/2017;20:00;1;31;Muy buena / Oso ona;31;6;Muy buena / Oso ona;1;Muy buena / Oso ona;267;77;0;14,8;0,71
28/10/2017;19:00;1;34;Muy buena / Oso ona;35;6;Muy buena / Oso ona;1;Muy buena / Oso ona;43;77;0;15;0,05
28/10/2017;18:00;1;22;Muy buena / Oso ona;23;8;Muy buena / Oso ona;2;Muy buena / Oso ona;75;77;0;15,4;2,04
28/10/2017;17:00;;;Sin datos / Daturik gabe;13;6;Muy buena / Oso ona;2;Muy buena / Oso ona;319;79;0;16,6;1,34
28/10/2017;16:00;;;Sin datos / Daturik gabe;9;8;Muy buena / Oso ona;1;Muy buena / Oso ona;5;77;0;17;2,35
28/10/2017;15:00;;;Sin datos / Daturik gabe;6;9;Muy buena / Oso ona;2;Muy buena / Oso ona;353;84;0;17,1;2,3
28/10/2017;14:00;1;6;Muy buena / Oso ona;7;7;Muy buena / Oso ona;1;Muy buena / Oso ona;341;80;0;17,4;2,7
28/10/2017;13:00;1;8;Muy buena / Oso ona;9;6;Muy buena / Oso ona;2;Muy buena / Oso ona;323;83;0;17,3;1,51
28/10/2017;12:00;1;11;Muy buena / Oso ona;12;4;Muy buena / Oso ona;2;Muy buena / Oso ona;303;89;0;16,6;3,36
28/10/2017;11:00;1;9;Muy buena / Oso ona;10;3;Muy buena / Oso ona;2;Muy buena / Oso ona;303;88;0;16,8;3,22
28/10/2017;10:00;1;18;Muy buena / Oso ona;19;8;Muy buena / Oso ona;2;Muy buena / Oso ona;304;89;0;16,2;2,17
28/10/2017;09:00;2;18;Muy buena / Oso ona;20;10;Muy buena / Oso ona;2;Muy buena / Oso ona;301;92;0;15,8;2,44
28/10/2017;08:00;1;24;Muy buena / Oso ona;23;5;Muy buena / Oso ona;1;Muy buena / Oso ona;290;92;0;15,6;1,72
28/10/2017;07:00;;;Sin datos / Daturik gabe;14;5;Muy buena / Oso ona;1;Muy buena / Oso ona;280;91;0;15,8;1,38
28/10/2017;06:00;;;Sin datos / Daturik gabe;12;3;Muy buena / Oso ona;1;Muy buena / Oso ona;223;93;0;15,6;0,59
28/10/2017;05:00;;;Sin datos / Daturik gabe;7;5;Muy buena / Oso ona;1;Muy buena / Oso ona;4;92;0;15,7;0,94
28/10/2017;04:00;;;Sin datos / Daturik gabe;6;5;Muy buena / Oso ona;1;Muy buena / Oso ona;313;92;0;15,9;2,46
28/10/2017;03:00;;;Sin datos / Daturik gabe;5;6;Muy buena / Oso ona;1;Muy buena / Oso ona;311;92;0;16;2,79
28/10/2017;02:00;;;Sin datos / Daturik gabe;4;6;Muy buena / Oso ona;1;Muy buena / Oso ona;295;86;0;16,1;2,58
28/10/2017;01:00;;;Sin datos / Daturik gabe;6;6;Muy buena / Oso ona;1;Muy buena / Oso ona;287;86;0;16,2;1,69
27/10/2017;24:00;;;Sin datos / Daturik gabe;5;5;Muy buena / Oso ona;2;Muy buena / Oso ona;279;87;0;16,3;0,87
27/10/2017;23:00;;;Sin datos / Daturik gabe;7;3;Muy buena / Oso ona;2;Muy buena / Oso ona;312;86;0;16,4;3,26
27/10/2017;22:00;;;Sin datos / Daturik gabe;7;4;Muy buena / Oso ona;2;Muy buena / Oso ona;333;88;0;16,3;3,68
27/10/2017;21:00;;;Sin datos / Daturik gabe;8;5;Muy buena / Oso ona;2;Muy buena / Oso ona;331;91;0;16,4;2,39
27/10/2017;20:00;;;Sin datos / Daturik gabe;7;10;Muy buena / Oso ona;2;Muy buena / Oso ona;331;92;0;16,5;2,35
27/10/2017;19:00;;;Sin datos / Daturik gabe;8;7;Muy buena / Oso ona;2;Muy buena / Oso ona;321;94;0;16,5;2,98
27/10/2017;18:00;;;Sin datos / Daturik gabe;12;7;Muy buena / Oso ona;2;Muy buena / Oso ona;297;93;0;16,8;4,23
27/10/2017;17:00;1;17;Muy buena / Oso ona;18;8;Muy buena / Oso ona;2;Muy buena / Oso ona;301;92;0;17,2;3,54
27/10/2017;16:00;1;14;Muy buena / Oso ona;15;12;Muy buena / Oso ona;3;Muy buena / Oso ona;297;92;0;17,4;3,82
27/10/2017;15:00;1;16;Muy buena / Oso ona;17;15;Muy buena / Oso ona;3;Muy buena / Oso ona;298;91;0;17,6;3,47
27/10/2017;14:00;2;17;Muy buena / Oso ona;20;3;Muy buena / Oso ona;4;Muy buena / Oso ona;313;88;0;18,2;3,17
27/10/2017;13:00;5;21;Muy buena / Oso ona;27;3;Muy buena / Oso ona;6;Muy buena / Oso ona;306;79;0;18,8;4,42
27/10/2017;12:00;8;23;Muy buena / Oso ona;34;35;Muy buena / Oso ona;9;Muy buena / Oso ona;301;75;0;19,4;2,01
27/10/2017;11:00;130;73;Muy buena / Oso ona;271;64;Mejorable / Hobetzeko modukoa;8;Muy buena / Oso ona;6;82;0;17,3;0,03
27/10/2017;10:00;166;66;Muy buena / Oso ona;319;54;Buena / Ona;9;Muy buena / Oso ona;98;89;0;14,6;0,9
27/10/2017;09:00;159;67;Muy buena / Oso ona;310;44;Buena / Ona;10;Muy buena / Oso ona;101;89;0;13,9;0,85
27/10/2017;08:00;108;61;Muy buena / Oso ona;225;35;Muy buena / Oso ona;10;Muy buena / Oso ona;106;91;0;13,6;0,33
27/10/2017;07:00;59;55;Muy buena / Oso ona;145;42;Buena / Ona;9;Muy buena / Oso ona;93;94;0;12,5;0,97
27/10/2017;06:00;39;50;Muy buena / Oso ona;109;56;Buena / Ona;11;Muy buena / Oso ona;101;94;0;12,3;1,35
27/10/2017;05:00;20;49;Muy buena / Oso ona;78;33;Muy buena / Oso ona;8;Muy buena / Oso ona;94;94;0;12,3;1,31
27/10/2017;04:00;6;48;Muy buena / Oso ona;56;23;Muy buena / Oso ona;6;Muy buena / Oso ona;94;92;0;12,7;1,46
27/10/2017;03:00;3;50;Muy buena / Oso ona;54;18;Muy buena / Oso ona;5;Muy buena / Oso ona;95;92;0;13;1,55
27/10/2017;02:00;1;51;Muy buena / Oso ona;52;21;Muy buena / Oso ona;5;Muy buena / Oso ona;92;91;0;13,3;1,46
27/10/2017;01:00;2;53;Muy buena / Oso ona;55;17;Muy buena / Oso ona;5;Muy buena / Oso ona;90;89;0;14;1,45
26/10/2017;24:00;2;36;Muy buena / Oso ona;38;19;Muy buena / Oso ona;6;Muy buena / Oso ona;101;82;0;15,6;0,32
26/10/2017;23:00;1;42;Muy buena / Oso ona;43;17;Muy buena / Oso ona;5;Muy buena / Oso ona;272;81;0;15,8;0,54
26/10/2017;22:00;1;41;Muy buena / Oso ona;42;16;Muy buena / Oso ona;5;Muy buena / Oso ona;108;79;0;16,3;0,44
26/10/2017;21:00;1;55;Muy buena / Oso ona;57;17;Muy buena / Oso ona;5;Muy buena / Oso ona;14;77;0;16,9;0,22
26/10/2017;20:00;2;46;Muy buena / Oso ona;48;16;Muy buena / Oso ona;4;Muy buena / Oso ona;111;76;0;17,2;0,41
26/10/2017;19:00;3;57;Muy buena / Oso ona;61;12;Muy buena / Oso ona;4;Muy buena / Oso ona;144;73;0;18,1;0,2
26/10/2017;18:00;1;31;Muy buena / Oso ona;33;9;Muy buena / Oso ona;3;Muy buena / Oso ona;274;73;0;18,7;0,97
26/10/2017;17:00;1;26;Muy buena / Oso ona;27;11;Muy buena / Oso ona;3;Muy buena / Oso ona;293;71;0;19,4;2,75
26/10/2017;16:00;1;16;Muy buena / Oso ona;18;13;Muy buena / Oso ona;3;Muy buena / Oso ona;293;67;0;20,3;3,77
26/10/2017;15:00;1;13;Muy buena / Oso ona;15;21;Muy buena / Oso ona;4;Muy buena / Oso ona;298;65;0;21,1;3,73
26/10/2017;14:00;1;12;Muy buena / Oso ona;13;14;Muy buena / Oso ona;5;Muy buena / Oso ona;295;63;0;21,4;5,89
26/10/2017;13:00;3;16;Muy buena / Oso ona;20;26;Muy buena / Oso ona;6;Muy buena / Oso ona;302;63;0;21,3;5,93
26/10/2017;12:00;7;21;Muy buena / Oso ona;31;37;Muy buena / Oso ona;8;Muy buena / Oso ona;308;64;0;20,7;3,83
26/10/2017;11:00;27;50;Muy buena / Oso ona;91;48;Buena / Ona;6;Muy buena / Oso ona;320;67;0;20,4;0,72
26/10/2017;10:00;48;74;Muy buena / Oso ona;146;40;Muy buena / Oso ona;5;Muy buena / Oso ona;95;78;0;18,9;1,67
26/10/2017;09:00;34;53;Muy buena / Oso ona;104;17;Muy buena / Oso ona;6;Muy buena / Oso ona;27;74;0;18,4;0,42
26/10/2017;08:00;10;48;Muy buena / Oso ona;63;61;Mejorable / Hobetzeko modukoa;12;Muy buena / Oso ona;296;61;0;19,1;2,96
26/10/2017;07:00;11;66;Muy buena / Oso ona;81;25;Muy buena / Oso ona;16;Muy buena / Oso ona;60;42;0;21,1;0,44
26/10/2017;06:00;9;68;Muy buena / Oso ona;80;21;Muy buena / Oso ona;17;Muy buena / Oso ona;94;48;0;20,1;1,7
26/10/2017;05:00;3;55;Muy buena / Oso ona;59;18;Muy buena / Oso ona;19;Muy buena / Oso ona;79;52;0;19,4;2
26/10/2017;04:00;2;50;Muy buena / Oso ona;52;15;Muy buena / Oso ona;14;Muy buena / Oso ona;94;56;0;18,7;2,36
26/10/2017;03:00;2;52;Muy buena / Oso ona;53;13;Muy buena / Oso ona;11;Muy buena / Oso ona;80;60;0;18,1;2
26/10/2017;02:00;1;47;Muy buena / Oso ona;48;15;Muy buena / Oso ona;10;Muy buena / Oso ona;53;56;0;19,2;0,94
26/10/2017;01:00;2;62;Muy buena / Oso ona;64;18;Muy buena / Oso ona;11;Muy buena / Oso ona;98;60;0;19,1;1,59
25/10/2017;24:00;7;70;Muy buena / Oso ona;79;29;Muy buena / Oso ona;16;Muy buena / Oso ona;100;59;0;19,6;1,68
25/10/2017;23:00;31;83;Muy buena / Oso ona;129;27;Muy buena / Oso ona;9;Muy buena / Oso ona;87;75;0;17,5;1,34
25/10/2017;22:00;39;91;Muy buena / Oso ona;149;33;Muy buena / Oso ona;7;Muy buena / Oso ona;104;81;0;16,8;1,03
25/10/2017;21:00;25;96;Muy buena / Oso ona;133;30;Muy buena / Oso ona;6;Muy buena / Oso ona;93;83;0;17;0,76
25/10/2017;20:00;16;88;Muy buena / Oso ona;111;27;Muy buena / Oso ona;6;Muy buena / Oso ona;98;84;0;16,8;1,78
25/10/2017;19:00;14;73;Muy buena / Oso ona;94;19;Muy buena / Oso ona;6;Muy buena / Oso ona;137;81;0;17;0,48
25/10/2017;18:00;2;53;Muy buena / Oso ona;55;21;Muy buena / Oso ona;6;Muy buena / Oso ona;274;81;0;17,3;2,17
25/10/2017;17:00;6;67;Muy buena / Oso ona;75;22;Muy buena / Oso ona;6;Muy buena / Oso ona;296;77;0;18;3,2
25/10/2017;16:00;9;56;Muy buena / Oso ona;69;21;Muy buena / Oso ona;7;Muy buena / Oso ona;295;73;0;19;3,51
25/10/2017;15:00;15;58;Muy buena / Oso ona;80;19;Muy buena / Oso ona;10;Muy buena / Oso ona;297;65;0;19,6;3,68
25/10/2017;14:00;17;55;Muy buena / Oso ona;80;42;Buena / Ona;11;Muy buena / Oso ona;301;64;0;20,2;4,24
25/10/2017;13:00;30;72;Muy buena / Oso ona;117;28;Muy buena / Oso ona;20;Muy buena / Oso ona;3;45;0;23;0,05
25/10/2017;12:00;43;67;Muy buena / Oso ona;131;44;Buena / Ona;24;Muy buena / Oso ona;100;48;0;21,3;1,35
25/10/2017;11:00;90;77;Muy buena / Oso ona;214;51;Buena / Ona;20;Muy buena / Oso ona;92;59;0;18,8;1,64
25/10/2017;10:00;129;75;Muy buena / Oso ona;272;60;Buena / Ona;16;Muy buena / Oso ona;94;69;0;16,5;2,05
25/10/2017;09:00;173;71;Muy buena / Oso ona;336;59;Buena / Ona;16;Muy buena / Oso ona;99;79;0;14,2;1,87
