Date;Hour;Benceno (µg/m3);CO (mg/m3);CO - ICA;CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;Tolueno (µg/m3);Ortoxileno (µg/m3)
29/10/2017;24:00
29/10/2017;23:00
29/10/2017;22:00
29/10/2017;21:00
29/10/2017;20:00
29/10/2017;19:00
29/10/2017;18:00
29/10/2017;17:00
29/10/2017;16:00
29/10/2017;15:00
29/10/2017;14:00
29/10/2017;13:00
29/10/2017;12:00
29/10/2017;11:00
29/10/2017;10:00
29/10/2017;09:00
29/10/2017;08:00
29/10/2017;07:00;0,47;0,26;"Muy buena / ";0,19;1,27;2;35;Muy buena / Oso ona;38;10;Muy buena / Oso ona;20;Muy buena / Oso ona;4,86;
29/10/2017;06:00;0,32;0,18;"Muy buena / ";0,18;1,45;1;28;Muy buena / Oso ona;26;14;Muy buena / Oso ona;16;Muy buena / Oso ona;4,51;
29/10/2017;05:00;0,41;0,17;"Muy buena / ";0,19;1,33;;;Sin datos / Daturik gabe;24;14;Muy buena / Oso ona;16;Muy buena / Oso ona;4,38;
29/10/2017;04:00;0,47;0,18;"Muy buena / ";0,19;1,19;;;Sin datos / Daturik gabe;25;9;Muy buena / Oso ona;14;Muy buena / Oso ona;4,66;
29/10/2017;03:00;0,37;0,17;"Muy buena / ";0,19;0,76;;;Sin datos / Daturik gabe;20;19;Muy buena / Oso ona;15;Muy buena / Oso ona;3,85;
29/10/2017;02:00;0,49;0,15;"Muy buena / ";0,19;1,16;;;Sin datos / Daturik gabe;25;20;Muy buena / Oso ona;16;Muy buena / Oso ona;4,44;
29/10/2017;01:00;0,38;0,16;"Muy buena / ";0,2;2,44;;;Sin datos / Daturik gabe;26;24;Muy buena / Oso ona;13;Muy buena / Oso ona;4,58;
28/10/2017;24:00;0,47;0,19;"Muy buena / ";0,22;1,19;;;Sin datos / Daturik gabe;35;21;Muy buena / Oso ona;14;Muy buena / Oso ona;4,4;
28/10/2017;23:00;0,53;0,2;"Muy buena / ";0,22;1,55;2;40;Muy buena / Oso ona;42;18;Muy buena / Oso ona;11;Muy buena / Oso ona;5,24;
28/10/2017;22:00;0,56;0,23;"Muy buena / ";0,22;0,69;7;53;Muy buena / Oso ona;63;11;Muy buena / Oso ona;11;Muy buena / Oso ona;4,06;
28/10/2017;21:00;0,39;0,18;"Muy buena / ";0,21;0,38;;;Sin datos / Daturik gabe;29;16;Muy buena / Oso ona;14;Muy buena / Oso ona;2,42;
28/10/2017;20:00;0,45;0,19;"Muy buena / ";0,22;0,52;;;Sin datos / Daturik gabe;31;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2,87;
28/10/2017;19:00;0,41;0,19;"Muy buena / ";0,22;0,49;5;36;Muy buena / Oso ona;43;18;Muy buena / Oso ona;12;Muy buena / Oso ona;2,58;
28/10/2017;18:00;0,88;0,29;"Muy buena / ";0,23;1,46;10;38;Muy buena / Oso ona;53;26;Muy buena / Oso ona;16;Muy buena / Oso ona;6,17;
28/10/2017;17:00;0,43;0,25;"Muy buena / ";0,21;0,32;10;34;Muy buena / Oso ona;49;20;Muy buena / Oso ona;14;Muy buena / Oso ona;2,11;
28/10/2017;16:00;0,46;0,22;"Muy buena / ";0,2;0,3;9;28;Muy buena / Oso ona;42;18;Muy buena / Oso ona;13;Muy buena / Oso ona;1,68;
28/10/2017;15:00;0,32;0,19;"Muy buena / ";0,2;0,33;9;23;Muy buena / Oso ona;36;16;Muy buena / Oso ona;10;Muy buena / Oso ona;1,98;
28/10/2017;14:00;0,37;0,21;"Muy buena / ";0,19;0,38;3;20;Muy buena / Oso ona;25;11;Muy buena / Oso ona;11;Muy buena / Oso ona;2,08;
28/10/2017;13:00;0,33;0,21;"Muy buena / ";0,19;0,54;3;19;Muy buena / Oso ona;24;14;Muy buena / Oso ona;11;Muy buena / Oso ona;2,59;
28/10/2017;12:00;0,3;0,21;"Muy buena / ";0,18;0,4;5;24;Muy buena / Oso ona;32;14;Muy buena / Oso ona;10;Muy buena / Oso ona;2,15;
28/10/2017;11:00;0,25;0,21;"Muy buena / ";0,18;0,32;6;22;Muy buena / Oso ona;31;14;Muy buena / Oso ona;9;Muy buena / Oso ona;1,88;
28/10/2017;10:00;0,26;0,19;"Muy buena / ";0,17;0,29;7;24;Muy buena / Oso ona;30;13;Muy buena / Oso ona;8;Muy buena / Oso ona;1,43;
28/10/2017;09:00;0,25;0,18;"Muy buena / ";0,17;0,35;;;Sin datos / Daturik gabe;15;8;Muy buena / Oso ona;9;Muy buena / Oso ona;1,98;
28/10/2017;08:00;0,19;0,19;"Muy buena / ";0,16;0,31;2;32;Muy buena / Oso ona;34;12;Muy buena / Oso ona;9;Muy buena / Oso ona;1,43;
28/10/2017;07:00;0,28;0,18;"Muy buena / ";0,16;0,25;;;Sin datos / Daturik gabe;19;11;Muy buena / Oso ona;8;Muy buena / Oso ona;1,07;
28/10/2017;06:00;0,2;0,16;"Muy buena / ";0,16;0,31;;;Sin datos / Daturik gabe;10;8;Muy buena / Oso ona;8;Muy buena / Oso ona;1,41;
28/10/2017;05:00;0,19;0,17;"Muy buena / ";0,16;0,29;;;Sin datos / Daturik gabe;10;13;Muy buena / Oso ona;9;Muy buena / Oso ona;1,21;
28/10/2017;04:00;0,27;0,16;"Muy buena / ";0,17;0,26;;;Sin datos / Daturik gabe;7;8;Muy buena / Oso ona;8;Muy buena / Oso ona;0,97;
28/10/2017;03:00;0,14;0,16;"Muy buena / ";0,17;0,31;;;Sin datos / Daturik gabe;4;12;Muy buena / Oso ona;8;Muy buena / Oso ona;0,8;
28/10/2017;02:00;0,17;0,14;"Muy buena / ";0,18;0,33;;;Sin datos / Daturik gabe;4;16;Muy buena / Oso ona;4;Muy buena / Oso ona;1,1;
28/10/2017;01:00;0,15;0,14;"Muy buena / ";0,18;0,33;;;Sin datos / Daturik gabe;6;9;Muy buena / Oso ona;3;Muy buena / Oso ona;1,37;
27/10/2017;24:00;0,21;0,16;"Muy buena / ";0,19;0,39;;;Sin datos / Daturik gabe;7;9;Muy buena / Oso ona;6;Muy buena / Oso ona;1,8;
27/10/2017;23:00;0,26;0,15;"Muy buena / ";0,2;0,46;;;Sin datos / Daturik gabe;7;10;Muy buena / Oso ona;3;Muy buena / Oso ona;1,93;
27/10/2017;22:00;0,32;0,17;"Muy buena / ";0,2;0,57;;;Sin datos / Daturik gabe;11;18;Muy buena / Oso ona;7;Muy buena / Oso ona;2,6;
27/10/2017;21:00;0,42;0,21;"Muy buena / ";0,2;0,69;2;24;Muy buena / Oso ona;26;15;Muy buena / Oso ona;7;Muy buena / Oso ona;3,13;
27/10/2017;20:00;0,27;0,2;"Muy buena / ";0,2;0,5;5;34;Muy buena / Oso ona;35;13;Muy buena / Oso ona;7;Muy buena / Oso ona;2,21;
27/10/2017;19:00;0,35;0,2;"Muy buena / ";0,2;0,65;8;36;Muy buena / Oso ona;48;17;Muy buena / Oso ona;11;Muy buena / Oso ona;3,04;
27/10/2017;18:00;0,28;0,21;"Muy buena / ";0,21;0,62;10;42;Muy buena / Oso ona;57;20;Muy buena / Oso ona;7;Muy buena / Oso ona;2,41;
27/10/2017;17:00;0,51;0,21;"Muy buena / ";0,25;1,08;10;39;Muy buena / Oso ona;54;19;Muy buena / Oso ona;10;Muy buena / Oso ona;3,92;
27/10/2017;16:00;0,24;0,23;"Muy buena / ";0,31;0,67;13;38;Muy buena / Oso ona;57;11;Muy buena / Oso ona;7;Muy buena / Oso ona;2,41;
27/10/2017;15:00;0,18;0,18;"Muy buena / ";0,36;0,68;15;32;Muy buena / Oso ona;56;7;Muy buena / Oso ona;2;Muy buena / Oso ona;1,76;
27/10/2017;14:00;0,36;0,2;"Muy buena / ";0,43;0,77;5;18;Muy buena / Oso ona;26;6;Muy buena / Oso ona;2;Muy buena / Oso ona;2,43;
27/10/2017;13:00;0,31;0,21;"Muy buena / ";0,44;0,96;5;19;Muy buena / Oso ona;27;7;Muy buena / Oso ona;3;Muy buena / Oso ona;2,27;
27/10/2017;12:00;;0,2;"Muy buena / ";0,47;;2;14;Muy buena / Oso ona;17;19;Muy buena / Oso ona;17;Muy buena / Oso ona;;
27/10/2017;11:00;;0,26;"Muy buena / ";0,49;;10;38;Muy buena / Oso ona;54;39;Muy buena / Oso ona;43;Mejorable / Hobetzeko modukoa;;
27/10/2017;10:00;;0,47;"Muy buena / ";0,49;;85;64;Muy buena / Oso ona;194;65;Mejorable / Hobetzeko modukoa;48;Mejorable / Hobetzeko modukoa;;
27/10/2017;09:00;3,26;0,62;"Muy buena / ";0,49;4,57;204;76;Muy buena / Oso ona;388;77;Mejorable / Hobetzeko modukoa;48;Mejorable / Hobetzeko modukoa;15,76;
27/10/2017;08:00;4,58;0,59;"Muy buena / ";0,45;4,6;201;68;Muy buena / Oso ona;376;64;Mejorable / Hobetzeko modukoa;45;Mejorable / Hobetzeko modukoa;18,45;
27/10/2017;07:00;3,43;0,63;"Muy buena / ";0,42;3,31;179;65;Muy buena / Oso ona;338;51;Buena / Ona;36;Buena / Ona;13,6;
27/10/2017;06:00;3,73;0,58;"Muy buena / ";0,36;2,66;126;56;Muy buena / Oso ona;250;58;Buena / Ona;37;Buena / Ona;12,21;
27/10/2017;05:00;4,03;0,43;"Muy buena / ";0,35;3,13;57;43;Muy buena / Oso ona;130;51;Buena / Ona;33;Buena / Ona;15,31;
27/10/2017;04:00;3,14;0,34;"Muy buena / ";0,35;2,88;36;42;Muy buena / Oso ona;96;51;Buena / Ona;35;Buena / Ona;13,17;
27/10/2017;03:00;4,71;0,27;"Muy buena / ";0,34;3,14;7;38;Muy buena / Oso ona;49;53;Buena / Ona;37;Buena / Ona;16,25;
27/10/2017;02:00;2,02;0,32;"Muy buena / ";0,33;3,07;9;43;Muy buena / Oso ona;56;44;Buena / Ona;28;Buena / Ona;12,9;
27/10/2017;01:00;1,31;0,3;"Muy buena / ";0,33;3,14;2;47;Muy buena / Oso ona;50;28;Muy buena / Oso ona;23;Muy buena / Oso ona;9,52;
26/10/2017;24:00;1,12;0,3;"Muy buena / ";0,33;3,26;5;59;Muy buena / Oso ona;67;22;Muy buena / Oso ona;17;Muy buena / Oso ona;7,02;
26/10/2017;23:00;1,53;0,27;"Muy buena / ";0,32;4,09;2;49;Muy buena / Oso ona;53;29;Muy buena / Oso ona;18;Muy buena / Oso ona;9,48;
26/10/2017;22:00;1,68;0,52;"Muy buena / ";0,31;4,28;42;86;Muy buena / Oso ona;150;32;Muy buena / Oso ona;20;Muy buena / Oso ona;9,85;
26/10/2017;21:00;1,14;0,39;"Muy buena / ";0,27;2,93;14;84;Muy buena / Oso ona;106;26;Muy buena / Oso ona;16;Muy buena / Oso ona;7,33;
26/10/2017;20:00;0,49;0,3;"Muy buena / ";0,25;1,09;11;76;Muy buena / Oso ona;82;25;Muy buena / Oso ona;12;Muy buena / Oso ona;3,42;
26/10/2017;19:00;0,5;0,24;"Muy buena / ";0,24;1,14;;;Sin datos / Daturik gabe;59;25;Muy buena / Oso ona;8;Muy buena / Oso ona;3,43;
26/10/2017;18:00;0,54;0,3;"Muy buena / ";0,24;1,29;6;61;Muy buena / Oso ona;70;30;Muy buena / Oso ona;11;Muy buena / Oso ona;3,81;
26/10/2017;17:00;1,06;0,28;"Muy buena / ";;2,2;7;43;Muy buena / Oso ona;54;38;Muy buena / Oso ona;17;Muy buena / Oso ona;6,36;
26/10/2017;16:00;0,42;0,3;"Muy buena / ";;1,39;9;45;Muy buena / Oso ona;59;33;Muy buena / Oso ona;16;Muy buena / Oso ona;3,91;
26/10/2017;15:00;0,23;0,16;"Muy buena / ";;1,2;1;14;Muy buena / Oso ona;15;28;Muy buena / Oso ona;9;Muy buena / Oso ona;2,74;
26/10/2017;14:00;0,29;0,23;"Muy buena / ";;1,28;1;14;Muy buena / Oso ona;16;16;Muy buena / Oso ona;8;Muy buena / Oso ona;3,06;
26/10/2017;13:00;0,56;0,19;"Muy buena / ";;2,24;1;12;Muy buena / Oso ona;14;14;Muy buena / Oso ona;3;Muy buena / Oso ona;4,49;
26/10/2017;12:00;;;"Sin datos / ";;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;
26/10/2017;11:00;;;"Sin datos / ";;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;
26/10/2017;10:00;;0,4;"Muy buena / ";0,63;;46;48;Muy buena / Oso ona;118;42;Buena / Ona;29;Buena / Ona;;
26/10/2017;09:00;;0,56;"Muy buena / ";0,63;;110;69;Muy buena / Oso ona;237;66;Mejorable / Hobetzeko modukoa;37;Buena / Ona;;
26/10/2017;08:00;;0,92;"Muy buena / ";0,6;;241;83;Muy buena / Oso ona;452;56;Buena / Ona;34;Buena / Ona;;
26/10/2017;07:00;;0,79;"Muy buena / ";0,54;;192;72;Muy buena / Oso ona;366;54;Buena / Ona;33;Buena / Ona;;
26/10/2017;06:00;;0,6;"Muy buena / ";0,51;;134;56;Muy buena / Oso ona;261;52;Buena / Ona;30;Buena / Ona;;
26/10/2017;05:00;;0,64;"Muy buena / ";0,52;;137;49;Muy buena / Oso ona;259;47;Buena / Ona;23;Muy buena / Oso ona;;
26/10/2017;04:00;;0,5;"Muy buena / ";0,58;;99;43;Muy buena / Oso ona;194;33;Muy buena / Oso ona;23;Muy buena / Oso ona;;
26/10/2017;03:00;;0,34;"Muy buena / ";0,66;;56;44;Muy buena / Oso ona;129;28;Muy buena / Oso ona;18;Muy buena / Oso ona;;
26/10/2017;02:00;;0,32;"Muy buena / ";;;62;49;Muy buena / Oso ona;144;28;Muy buena / Oso ona;20;Muy buena / Oso ona;;
