



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
167390;"Academia Darío Estudio";"";"";"";"METRO: Santo Domingo, Plaza España BUS: 1 , 2 , 44 , 46 , 74 , 75 , 133 , 148 , 202";"ENSEÑANZA: BACHILLERATO (Humanidades  y C. Sociales - Ciencias y Tecnología)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bfb1ff632081c010VgnVCM1000000b205a0aRCRD";"GRAN VIA";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439895";"4475101";"40.42249057800178";"-3.7098176178133118";"915 411 515 - 915 474 084";"915 474 084";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados"; 
135362;"Academia J.E.A.";"";"";"";"METRO: Alonso Martínez , Colón BUS: 3 , 7 , 21 , 37 , 40 , 149";"ENSEÑANZA: Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2beba5f17981c010VgnVCM1000000b205a0aRCRD";"GENOVA";"CALLE";"NUM";"14";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"441210";"4475565";"40.426764567498395";"-3.694372189804814";"913 080 384 - 913 086 911";"913 080 384";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados"; 
5373;"Altair, Colegio Internacional";"";"";"Comedor - Transporte - Horario ampliado";"METRO: Plaza de Castilla BUS: 5 , 27 , 47 , 49 , 66 , 67 , 70 , 80 , 124 , 129 , 134 , 135 , 147 , 149 , 150 , 229";"ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d277b503a71c010VgnVCM1000000b205a0aRCRD";"JOAQUIN BAU";"CALLE";"NUM";"4";"";"";"";"";"MADRID";"MADRID";"28036";"NUEVA ESPAÑA";"CHAMARTIN";"441964";"4479669";"40.463788404722166";"-3.685847945340213";"913 451 168 - 913 596 368";"913 507 016";"secretaria@colegioaltair.com";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados"; 
10127337;"Aula Municipal de Formación de Personas Adultas. Distrito Centro";"";"De lunes a jueves,  de 9 a 16 horas";"";"Metro : Embajadores. Lavapiés, Acacias     Bus : 34, 36, 41, 60, 119, 148, C1     Cercanías : Embajadores";"Programas Formativos:    Español para inmigrantes";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=01d5046411ae6510VgnVCM2000001f4a900aRCRD";"CASINO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28005";"EMBAJADORES";"CENTRO";"440261";"4473336";"40.406617104441125";"-3.705325667737951";"91 539 63 10";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos"; 
5422896;"Aula Municipal de Formación de Personas Adultas. Distrito Chamberí";"";"De lunes a jueves:    mañanas de 10,15 a 12,15 horas   tardes de 15,15 a 17,15 horas y de 18 a 20 horas";"";"Bus: 3, 7, 21, 37, 40  Metro: Alonso Martínez";"Programas Formativos:    Lectoescritura Matemáticas para la vida Español para inmigrantes";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f8060c2f841e3210VgnVCM2000000c205a0aRCRD";"ALMAGRO";"CALLE";"V";"5";"";"";"";"I.F.E. DEL GOBIERNO LOCAL DE MADRID";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441154";"4475762";"40.42852633195809";"-3.695038704917714";"917 001 548 - 917 001 552";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos"; 
6599;"Aula Municipal de Formación de Personas Adultas. Distrito Ciudad Lineal";"";"Lunes y martes, de 9 a 14 horas";"";"Bus: 15 , 28 , 110 , 113 , 210";"Programas Formativos:    Lectoescritura Matemáticas para la vida Español para inmigrantes";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe25821c3771c010VgnVCM1000000b205a0aRCRD";"SANTA FELICIDAD";"CALLE";"NUM";"39";"";"";"";"EN CENTRO CULTURAL ELIPA";"MADRID";"MADRID";"28017";"VENTAS";"CIUDAD LINEAL";"444947";"4475278";"40.42443536952662";"-3.650283533159248";"914 055 312";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos"; 
6605;"Aula Municipal de Formación de Personas Adultas. Distrito San Blas - Canillejas";"";"De lunes a jueves, de 9 a 16 horas";"";"Bus: 4 , 48, 106, 140  Metro: Alsacia (L2)";"Programas Formativos:    Lectoescritura Matemáticas para la vida";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4555821c3771c010VgnVCM1000000b205a0aRCRD";"SAN ROMAN DEL VALLE";"CALLE";"NUM";"8";"";"";"";"EN CENTRO CULTURAL ANTONIO MACHADO";"MADRID";"MADRID";"28037";"ARCOS";"SAN BLAS-CANILLEJAS";"447358";"4474793";"40.420231627534996";"-3.6218113860909074";"913 135 294";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos"; 
6602;"Aula Municipal de Formación de Personas Adultas. Distrito Villaverde. Calle Doctor Martín Arevalo";"";"De lunes a jueves   mañanas de 10,15  a 12,15 horas  tardes de 15,15 a 17,15 horas y de 18 a 20 horas";"";"Bus: 22 , 86 , 130 , 131";"Programas Formativos:    Lectoescritura Matemáticas para la vida Español para inmigrantes";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=38c5821c3771c010VgnVCM1000000b205a0aRCRD";"DOCTOR MARTIN AREVALO";"CALLE";"V";"2";"";"";"";"CENTRO CULTURAL ÁGATA";"MADRID";"MADRID";"28021";"SAN ANDRES";"VILLAVERDE";"439937";"4466650";"40.34636268334182";"-3.708524395897377";"917 109 300";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos"; 
6603;"Aula Municipal de Formación de Personas Adultas. Distrito Villaverde. Plaza Los Pinazo";"";"De lunes a jueves   mañanas de 9 a 13,45 horas  tardes de 15,45 a 18 horas";"";"Metro : San Cristóbal   Bus : 59 , 79";"Programas Formativos:    Lectoescritura Matemáticas para la vida Español para inmigrantes";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ee5821c3771c010VgnVCM1000000b205a0aRCRD";"PINAZO";"PLAZA";"V";"9";"";"";"";"";"MADRID";"MADRID";"28021";"SAN CRISTOBAL";"VILLAVERDE";"441384";"4466229";"40.34268217960563";"-3.6914488300328197";"917 100 410";"";"";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos"; 
5247422;"Casa de Niños Arroyo Fresno";"";"";"";"METRO: Lacoma  BUS: 49, 64, 83, 133";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4feb1a2b77e7f110VgnVCM1000000b205a0aRCRD";"ISLAS CIES";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28035";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"439248";"4481583";"40.480844891953936";"-3.7180653144183027";"917 308 460";"917 308 460";"";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
