



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
6616;"Escuela Oficial de Idiomas de Madrid - Carabanchel";"";"Consultar telefónicamente";"";"Metro: Opañel (línea 6), Oporto (líneas 5, 6)  Bus: 118";"Enseñanzas autorizadas:  ciclos básico, intermedio y avanzado de alemán, francés, inglés, italiano, español para extranjeros (mañana y tarde) y  That's English y C1 de inglés, francés e italiano a distancia.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=82c0a4ea6871c010VgnVCM1000000b205a0aRCRD";"PORTALEGRE";"CALLE";"V";"52";"";"";"";"";"MADRID";"MADRID";"28019";"OPAÑEL";"CARABANCHEL";"438607";"4471319";"40.38832642007782";"-3.7246340187667677";"914 695 812";"914 602 901";"eoi.carabanchel.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6118469;"Escuela Oficial de Idiomas de Madrid - Ciudad Lineal";"";"";"";"Metro: Barrio de la Concepción (línea 7)  Bus: 11, 21, 48, 53, 122, 146, L7";"Enseñanzas autorizadas:  ciclos básico, intermedio y avanzado (tardes) de alemán, francés, inglés y  That&acute;s English y C1 inglés y francés a distancia.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=738247f979fd0310VgnVCM2000000c205a0aRCRD";"CARLOTA O'NEILL";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28027";"SAN PASCUAL";"CIUDAD LINEAL";"444987";"4477371";"40.44330197979908";"-3.6499818563927504";"913 264 800";"914 033 543";"eoi.ciudadlineal.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6662;"Escuela Oficial de Idiomas de Madrid - Embajadores";"";"Consultar telefónicamente";"";"Metro: Embajadores (línea 3)  Bus: 27, 34, 36, 41, 119  Renfe: Embajadores";"Enseñanzas autorizadas:  ciclo básico, intermedio, avanzado y C1 de alemán, francés, inglés, español para extranjeros (tardes).";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7e0a4ea6871c010VgnVCM1000000b205a0aRCRD";"EMBAJADORES";"CALLE";"V";"68";"";"";"";"";"MADRID";"MADRID";"28012";"EMBAJADORES";"CENTRO";"440399";"4473293";"40.406239576909144";"-3.703707165043153";"914 681 000";"914 681 122";"eoi.embajadores.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6114038;"Escuela Oficial de Idiomas de Madrid - Jesús Maestro";"";"Consultar telefónicamente";"";"Metro: Islas Filipinas (línea 7), Guzmán El Bueno (línea 6 y 7)  Bus: 12, 45";"Enseñanzas autorizadas:  ciclo básico, intermedio y avanzado de alemán, árabe, catalán, chino, danés, euskera, francés, gallego, griego, inglés, italiano, japonés, neerlandés, portugués, rumano, ruso, finés, sueco, irlandés, español para extranjeros, (mañana y tarde).  That's English y C1 de inglés, alemán, catalán, español para extranjeros, euskera, francés, gallego e italiano, a distancia.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=38724d106f6b0310VgnVCM1000000b205a0aRCRD";"JESUS MAESTRO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28003";"VALLEHERMOSO";"CHAMBERI";"439775";"4477107";"40.44055280261112";"-3.711422497399746";"915 335 802";"915 335 331";"eoi.jesusmaestro.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6661;"Escuela Oficial de Idiomas de Madrid - Moratalaz";"";"Consultar telefónicamente";"";"Metro: Pavones (línea 9)  Bus: 8, 20, 30, 32, 71";"Enseñanzas autorizadas : ciclo básico, intermedio y avanzado (tarde) de alemán, francés, inglés e italiano y C! de inglés.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5f11a4ea6871c010VgnVCM1000000b205a0aRCRD";"VALDEBERNARDO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28030";"PAVONES";"MORATALAZ";"446384";"4472381";"40.39843146459067";"-3.63309996975464";"913 711 749 ";"913 711 740";"eoi.moratalaz.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6617;"Escuela Oficial de Idiomas de Madrid - San Blas";"";"Consultar telefónicamente";"Biblioteca";"Metro: Simancas (línea 7), San Blas (línea 7).  Bus: 38 , 48";"Enseñanzas autorizadas:  ciclos básico, intermedio y avanzado (mañana y tarde) de alemán, francés  e inglés. That's English y C1 de inglés, alemán y francés a distancia.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e131a4ea6871c010VgnVCM1000000b205a0aRCRD";"ARTIFICES";"CALLE";"V";"0";"";"";"";"";"MADRID";"MADRID";"28037";"ARCOS";"SAN BLAS-CANILLEJAS";"447639";"4475308";"40.424879760074234";"-3.6185534339595433";"913 066 979 ";"913 066 894";"eoi.sanblas.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6663;"Escuela Oficial de Idiomas de Madrid - Tribunal";"";"Consultar telefónicamente";"";"Metro: Tribunal (líneas 1, 10)  Bus: 3, 40, 149";"Enseñanzas autorizadas:  ciclo básico, intermedio y avanzado de alemán, francés, inglés, italiano y español para extranjeros (mañana y tarde), That&acute;s english y C1 de inglés y francés a distancia.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3af0a4ea6871c010VgnVCM1000000b205a0aRCRD";"SANTA BRIGIDA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440738";"4475312";"40.42445194531467";"-3.699900698501113";"915 213 286";"915 213 420";"eoi.goya.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6618;"Escuela Oficial de Idiomas de Madrid - Valdezarza";"";"Consultar telefónicamente";"";"Bus: 137, 42, 127, 132";"Enseñanzas autorizadas:  nivel básico, intermedio y avanzado (tarde), alemán, francés, inglés e italiano. That&acute;s English y C1 de inglés a distancia.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7441a4ea6871c010VgnVCM1000000b205a0aRCRD";"ISLA MALAITA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28035";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"438906";"4480729";"40.473117622127866";"-3.72201749768645";"913 734 324";"913 739 484";"eoi.valdezarza.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
6650;"Escuela Oficial de Idiomas de Madrid - Villaverde";"";"Consultar telefónicamente";"";"Bus: 78, 116";"Enseñanzas autorizadas:  ciclos básico, intermedio y avanzado (tarde) de alemán, francés e inglés.  That's English y C1 de inglés a distancia.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0751a4ea6871c010VgnVCM1000000b205a0aRCRD";"FERNANDO ORTIZ";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28041";"ORCASUR";"USERA";"440442";"4468965";"40.367253786749025";"-3.7027950597553976";"913 175 000";"917 558 126";"eoi.villaverde.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
4620440;"Extensión Escuela Oficial de Idiomas de Madrid - Ciudad Lineal en Barajas";"";"Consultar telefónicamente.";"";"Bus: 101, 105";"Enseñanzas autorizadas:  ciclo básico, intermedio y avanzado, de francés e inglés y C1 de inglés (tardes)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f594cb42d3704110VgnVCM1000000b205a0aRCRD";"ANTONIO SANCHA";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28042";"ALAMEDA DE OSUNA";"BARAJAS";"450186";"4479219";"40.460269269312455";"-3.5888370717050853";"917 476 019";"913 296 257";"eoi.extciudadlineal-barajas.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
4620845;"Extensión Escuela Oficial de Idiomas de Madrid - Moratalaz en Puente de Vallecas";"";"Consultar telefónicamente";"";"Bus: 102, 103";"Enseñanzas autorizadas:  ciclos básico, intermedio y avanzado (tardes) de francés e inglés.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cba45af5f1614110VgnVCM1000000b205a0aRCRD";"SUR";"RONDA";"V";"229";"";"";"";"";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"443615";"4469619";"40.37336648575158";"-3.665482524950977";"917 863 195";"917 863 929";"eoi.extmoratalaz-ptevallecas.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEnseñanzaIdiomas"; 
