



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
176850;"Colegio Público Adolfo Suárez";"";"";"Comedor - Horario ampliado - Planes de mejora.";"BUS: 174";"ENSEÑANZAS: Segundo ciclo de E. Infantil - Primaria - Educación Secundaria Obligatoria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a9344b6faa61c010VgnVCM1000000b205a0aRCRD";"INFANTA CATALINA MICAELA";"CALLE";"NUM";"31";"";"";"";"";"MADRID";"MADRID";"28050";"VALDEFUENTES";"HORTALEZA";"444807";"4482402";"40.48860266655876";"-3.6525544243312855";"917 502 058 / 676 562 792";"917 502 058";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5075;"Colegio Público Agustina Díez";"";"";"Comedor - Horario ampliado";"METRO: Alto del Arenal BUS: 54 , 58 , 103 , 143";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dd68a3f5ca71c010VgnVCM1000000b205a0aRCRD";"VESUBIO";"CALLE";"NUM";"5";"";"";"";"";"MADRID";"MADRID";"28038";"PORTAZGO";"PUENTE DE VALLECAS";"445176";"4471253";"40.3881909372302";"-3.647236724917086";"917 770 073";"917 770 073";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
4693138;"Colegio Público Agustín Rodriguez Sahagún";"";"";"Horario ampliado - Comedor - Planes de mejora";"Bus: 142";"ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=706c615f4eb66110VgnVCM1000000b205a0aRCRD";"LA GRANJA DE SAN ILDEFONSO";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"447288";"4469000";"40.36803998494376";"-3.6221677428793977";"913 324 348";"914 941 475";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5076;"Colegio Público Alberto Alcocer";"";"";"Comedor - Transporte - Horario ampliado - Planes de mejora.";"METRO: Las Musas BUS: 38 , 48 , 140, 153";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2388a3f5ca71c010VgnVCM1000000b205a0aRCRD";"CANILLEJAS A VICALVARO";"AVENIDA";"NUM";"56";"";"";"";"";"MADRID";"MADRID";"28022";"HELLIN";"SAN BLAS-CANILLEJAS";"448197";"4476243";"40.43333782278732";"-3.6120521748962555";"913 202 609";"913 200 446";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5077;"Colegio Público Alcalde de Móstoles";"";"";"Transporte - Comedor - Horario ampliado - Planes de mejora";"BUS: 34 , 39 , 139 , 117 , 17 ,";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7898a3f5ca71c010VgnVCM1000000b205a0aRCRD";"ALDEANUEVA DE LA VERA";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28044";"LAS AGUILAS";"LATINA";"434201";"4470414";"40.37983690289588";"-3.7764479299262628";"917 055 465";"915 095 129";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5078;"Colegio Público Alfonso X El Sabio";"";"";"Comedor - Transporte -  Horario ampliado - Planes de mejora.";"METRO: San Cipriano BUS: 4, 71, 100, 106, E-3";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cda8a3f5ca71c010VgnVCM1000000b205a0aRCRD";"FUENTE DE SAN PEDRO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28032";"CASCO H.VICALVARO";"VICALVARO";"448883";"4472893";"40.403201384467415";"-3.6036948781029365";"913 719 661";"917 765 962";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5079;"Colegio Público Alhambra";"";"";"Comedor - Transporte - Horario ampliado - Planes de mejora.";"METRO: Lacoma BUS: 49 , 67 , 82";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13c8a3f5ca71c010VgnVCM1000000b205a0aRCRD";"RAMON GOMEZ DE LA SERNA";"CALLE";"NUM";"103";"";"";"";"";"MADRID";"MADRID";"28035";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"438517";"4481884";"40.48349348726197";"-3.726718327962491";"913 162 273";"913 737 021";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5080;"Colegio Público Amadeo Vives";"";"";"Comedor - Horario ampliado - Planes de mejora - Integración preferente (Trastornos generales del desarrollo)";"BUS: 25 , 31 , 138";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=68d8a3f5ca71c010VgnVCM1000000b205a0aRCRD";"LOS YEBENES";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28047";"ALUCHE";"LATINA";"436005";"4472352";"40.39743593771221";"-3.755392529137971";"917 183 389";"917 199 055";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5081;"Colegio Público Amador de los Ríos";"";"";"Comedor - Planes de mejora";"METRO: Manuel Becerra   BUS: 12 , 2 , 56 , 71 , 143, 156, C2";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bde8a3f5ca71c010VgnVCM1000000b205a0aRCRD";"MARQUES DE ZAFRA";"PASEO";"V";"16";"";"";"";"";"MADRID";"MADRID";"28028";"FUENTE DEL BERRO";"SALAMANCA";"443568";"4475493";"40.426279629183625";"-3.6665578263940595";"917 252 610";"917 261 891";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5083;"Colegio Público Amós Acero";"";"";"Comedor - Integración preferente (Trastornos generales del desarrollo)";"METRO: Nueva Numancia , Portazgo BUS: 10 , 54 , 57 , 58 , 103 , 111 , 310 , 410";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0309a3f5ca71c010VgnVCM1000000b205a0aRCRD";"RODRIGUEZ ESPINOSA";"CALLE";"NUM";"54";"";"";"";"";"MADRID";"MADRID";"28053";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"443774";"4471489";"40.390223332282275";"-3.6637750346593543";"914 785 161";"914 772 415";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
